"","V1","V2","V3"
"1",0.459183673469388,1.21084964598084,0.918367346938776
"2",0.420809485984072,1.17708062349418,0.841618971968144
"3",0.384848818396566,1.14810861302123,0.769697636793131
"4",0.351258694524647,1.12338267047916,0.702517389049294
"5",0.319982696613251,1.10238892613189,0.639965393226502
"6",0.290952174036354,1.08465316757648,0.581904348072708
"7",0.264087692416194,1.06974230928571,0.528175384832389
"8",0.239300660503688,1.0572648061175,0.478601321007377
"9",0.216495067043034,1.04687011405397,0.432990134086068
"10",0.195569259545645,1.03824733527923,0.39113851909129
"11",0.176417701018555,1.03112320523267,0.35283540203711
"12",0.158932648413927,1.02525958673186,0.317865296827853
"13",0.14300570681458,1.02045063218154,0.286011413629161
"14",0.128529224980362,1.01651976167405,0.257058449960725
"15",0.11539750974859,1.01331658525618,0.230795019497181
"16",0.10350784798231,1.01071387459393,0.207015695964621
"17",0.0927613346099959,1.00860466519863,0.185522669219992
"18",0.0830635133805676,1.00689954725512,0.166127026761135
"19",0.0743248430945039,1.00552418230102,0.148649686189008
"20",0.0664610062935781,1.00441706535756,0.132922012587156
"21",0.0593930798728394,1.00352753793678,0.118786159745679
"22",0.0530475880833173,1.00281404660146,0.106095176166635
"23",0.0473564582272412,1.00224263413583,0.0947129164544825
"24",0.0422568983156283,1.00178564545526,0.0845137966312567
"25",0.0376912143420382,1.00142062763858,0.0753824286840764
"26",0.0336065828665964,1.00112940241197,0.0672131657331928
"27",0.0299547924942428,1.00089728959337,0.0599095849884857
"28",0.0266919657165422,1.00071246103381,0.0533839314330843
"29",0.0237782705702569,1.00056540615131,0.0475565411405138
"30",0.0211776297146573,1.00044849200033,0.0423552594293145
"31",0.0188574328803894,1.00035560277484,0.0377148657607789
"32",0.0167882572106209,1.00028184558017,0.0335765144212417
"33",0.0149435987992271,1.00022331114507,0.0298871975984543
"34",0.0132996177194723,1.00017687983148,0.0265992354389446
"35",0.0118348980120228,1.00014006481096,0.0236697960240456
"36",0.0105302234420033,1.00011088560574,0.0210604468840066
"37",0.00936836931889606,1.0000877663437,0.0187367386377921
"38",0.00833391027865132,1.00006945406053,0.0166678205573026
"39",0.00741304363412254,1.00005495321592,0.0148260872682451
"40",0.00659342768956374,1.0000434732887,0.0131868553791275
"41",0.00586403427135575,1.00003438689794,0.0117280685427115
"42",0.00521501463654509,1.00002719637766,0.0104300292730902
"43",0.00463757787151522,1.00002150712851,0.00927515574303043
"44",0.00412388087546648,1.00001700639348,0.00824776175093295
"45",0.00366692902941205,1.00001344636851,0.00733385805882409
"46",0.00326048667467625,1.00001063077336,0.00652097334935249
"47",0.00289899656028172,1.00000840418106,0.00579799312056345
"48",0.00257750746209392,1.00000664354472,0.00515501492418784
"49",0.00229160922501843,1.00000525147284,0.00458321845003685
"50",0.00203737453052016,1.00000415089498,0.00407474906104031
"51",0.00181130674345046,1.00000328083212,0.00362261348690093
"52",0.00161029324330503,1.00000259304433,0.00322058648661006
"53",0.0014315636946446,1.00000204937461,0.0028631273892892
"54",0.00127265275884257,1.00000161964504,0.00254530551768513
"55",0.00113136679415668,1.00000127999082,0.00226273358831336
"56",0.00100575413311092,1.00000101154138,0.00201150826622184
"57",0.000894078565203973,1.00000079937648,0.00178815713040795
"58",0.000794795689016125,1.00000063170019,0.00158959137803225
"59",0.000706531830920973,1.00000049918723,0.00141306366184195
"60",0.000628065257925134,1.00000039446597,0.00125613051585027
"61",0.000558309439794756,1.00000031170943,0.00111661887958951
"62",0.000496298140738819,1.00000024631184,0.000992596281477639
"63",0.000441172143674204,1.00000019463286,0.000882344287348409
"64",0.000392167430668587,1.00000015379529,0.000784334861337174
"65",0.000348604661715942,1.00000012152521,0.000697209323431885
"66",0.000309879810712788,1.0000000960255,0.000619759621425575
"67",0.000275455832531438,1.00000007587592,0.000550911665062875
"68",0.000244855248581035,1.00000005995409,0.00048971049716207
"69",0.00021765355035007,1.00000004737307,0.000435307100700139
"70",0.000193473331267693,1.00000003743193,0.000386946662535386
"71",0.000171979066927519,1.0000000295768,0.000343958133855037
"72",0.000152872472399006,1.00000002336999,0.000305744944798012
"73",0.000135888373110718,1.00000001846565,0.000271776746221437
"74",0.000120791032720297,1.00000001459047,0.000241582065440594
"75",0.000107370887573037,1.00000001152851,0.000214741775146074
"76",9.54416428714857e-05,1.00000000910911,0.000190883285742971
"77",8.48376906022479e-05,1.00000000719743,0.000169675381204496
"78",7.54118136559575e-05,1.00000000568694,0.000150823627311915
"79",6.7033144488793e-05,1.00000000449344,0.000134066288977586
"80",5.95853501598056e-05,1.00000000355041,0.000119170700319611
"81",5.29650186833961e-05,1.00000000280529,0.000105930037366792
"82",4.70802244014569e-05,1.00000000221655,9.41604488029137e-05
"83",4.18492525416915e-05,1.00000000175136,8.3698505083383e-05
"84",3.7199465320266e-05,1.0000000013838,7.43989306405319e-05
"85",3.30662938976055e-05,1.00000000109338,6.61325877952109e-05
"86",2.93923422320727e-05,1.00000000086391,5.87846844641453e-05
"87",2.61265904208858e-05,1.0000000006826,5.22531808417715e-05
"88",2.32236864918844e-05,1.00000000053934,4.64473729837688e-05
"89",2.06433168322937e-05,1.00000000042615,4.12866336645873e-05
"90",1.83496465281226e-05,1.00000000033671,3.66992930562452e-05
"91",1.63108218551044e-05,1.00000000026604,3.26216437102088e-05
"92",1.44985280223699e-05,1.00000000021021,2.89970560447397e-05
"93",1.28875960351281e-05,1.00000000016609,2.57751920702562e-05
"94",1.14556532230073e-05,1.00000000013123,2.29113064460146e-05
"95",1.01828125857279e-05,1.00000000010369,2.03656251714558e-05
"96",9.05139664576881e-06,1.00000000008193,1.81027932915376e-05
