"","V1","V2","V3"
"97",8.04569197604712e-06,1.00000000006473,1.60913839520942e-05
"98",7.15173099596033e-06,1.00000000005115,1.43034619919207e-05
"99",6.3570980073035e-06,1.00000000004041,1.2714196014607e-05
"100",5.65075677779323e-06,1.00000000003193,1.13015135555865e-05
"101",5.02289727885043e-06,1.00000000002523,1.00457945577009e-05
"102",4.46479945004732e-06,1.00000000001993,8.92959890009464e-06
"103",3.96871209888574e-06,1.00000000001575,7.93742419777148e-06
"104",3.52774525461284e-06,1.00000000001244,7.05549050922568e-06
"105",3.13577448150509e-06,1.00000000000983,6.27154896301018e-06
"106",2.78735582304646e-06,1.00000000000777,5.57471164609293e-06
"107",2.47765019599253e-06,1.00000000000614,4.95530039198507e-06
"108",2.20235618449284e-06,1.00000000000485,4.40471236898567e-06
"109",1.95765030105789e-06,1.00000000000383,3.91530060211577e-06
"110",1.74013388482115e-06,1.00000000000303,3.48026776964231e-06
"111",1.54678589969757e-06,1.00000000000239,3.09357179939513e-06
"112",1.37492097695671e-06,1.00000000000189,2.74984195391342e-06
"113",1.22215211954718e-06,1.00000000000149,2.44430423909436e-06
"114",1.08635755023859e-06,1.00000000000118,2.17271510047719e-06
"115",9.65651243187794e-07,1.00000000000093,1.93130248637559e-06
"116",8.58356729684104e-07,1.00000000000074,1.71671345936821e-06
"117",7.629838142952e-07,1.00000000000058,1.5259676285904e-06
"118",6.78207878050851e-07,1.00000000000046,1.3564157561017e-06
"119",6.0285148122785e-07,1.00000000000036,1.2057029624557e-06
"120",5.3586801023437e-07,1.00000000000029,1.07173602046874e-06
"121",4.76327141479029e-07,1.00000000000023,9.52654282958058e-07
"122",4.23401920343396e-07,1.00000000000018,8.46803840686791e-07
"123",3.76357275806659e-07,1.00000000000014,7.52714551613318e-07
"124",3.34539811209235e-07,1.00000000000011,6.69079622418471e-07
"125",2.97368729365014e-07,1.00000000000009,5.94737458730029e-07
"126",2.64327765985801e-07,1.00000000000007,5.28655531971603e-07
"127",2.34958019385094e-07,1.00000000000006,4.69916038770189e-07
"128",2.08851576876029e-07,1.00000000000004,4.17703153752059e-07
"129",1.85645849343062e-07,1.00000000000003,3.71291698686123e-07
"130",1.65018535302305e-07,1.00000000000003,3.3003707060461e-07
"131",1.46683144508057e-07,1.00000000000002,2.93366289016115e-07
"132",1.30385018934269e-07,1.00000000000002,2.60770037868538e-07
"133",1.15897795867517e-07,1.00000000000001,2.31795591735034e-07
"134",1.03020263988334e-07,1.00000000000001,2.06040527976667e-07
"135",9.15735687757909e-08,1.00000000000001,1.83147137551582e-07
"136",8.13987284218673e-08,1.00000000000001,1.62797456843735e-07
"137",7.23544257546785e-08,1.00000000000001,1.44708851509357e-07
"138",6.43150455030596e-08,1,1.28630091006119e-07
"139",5.71689296424549e-08,1,1.1433785928491e-07
"140",5.08168265909441e-08,1,1.01633653181888e-07
"141",4.51705127165688e-08,1,9.03410254331375e-08
"142",4.01515670103111e-08,1,8.03031340206223e-08
"143",3.56902819063616e-08,1,7.13805638127233e-08
"144",3.17246951222323e-08,1,6.34493902444646e-08
"145",2.81997290720921e-08,1,5.63994581441842e-08
"146",2.50664259007652e-08,1,5.01328518015304e-08
"147",2.22812675138895e-08,1,4.4562535027779e-08
"148",1.98055711602318e-08,1,3.96111423204635e-08
"149",1.76049521714846e-08,1,3.52099043429691e-08
"150",1.56488463976111e-08,1,3.12976927952221e-08
"151",1.39100857049051e-08,1,2.78201714098102e-08
"152",1.2364520640915e-08,1,2.47290412818299e-08
"153",1.09906850254712e-08,1,2.19813700509423e-08
"154",9.76949780936661e-09,1,1.95389956187332e-08
"155",8.68399805984018e-09,1,1.73679961196804e-08
"156",7.71910939211066e-09,1,1.54382187842213e-08
"157",6.86143057517871e-09,1,1.37228611503574e-08
"158",6.0990494036462e-09,1,1.21980988072924e-08
"159",5.42137725044095e-09,1,1.08427545008819e-08
